,monto_original,saldo_capital,Cliente,ultima_gestion,cartera,tipo_cartera,descripcion_reaccion,tipo_trabajo,genero,ubicacion_electoral,salario_inferior,salario_superior,edad,Recuperable,year_ultimo_pago
12663,1058.68,1058.68,13984,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,780.0,812.5,32,Si,2021
12798,1571.95,1571.95,14128,2021,CITI,Propia,Promesa de Pago,PROPIO,MASC,SAN JOSE,357.5,390.0,41,Si,2021
12952,1032.03,578.52,14292,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,SAN JOSE,130.0,162.5,32,Si,2021
12960,448.36,448.36,14301,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,CARTAGO,455.0,487.5,43,Si,2021
12976,702.49,702.49,14317,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,455.0,487.5,26,Si,0
13009,6247.77,6247.77,14353,2021,DAVIVIENDA,Propia,Promesa de Pago,PROPIO,MASC,HEREDIA,390.0,422.5,55,Si,2021
13099,456.27,387.89,14453,2021,CREDIX,Propia,Promesa de Pago,PRIVADO,FEM,PUNTARENAS,552.5,585.0,25,Si,2021
13152,1285.87,1285.87,14512,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,CARTAGO,260.0,292.5,37,Si,2021
13169,435.82,435.82,14531,2021,CREDIX,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,357.5,390.0,41,Si,2021
13250,1064.97,1064.97,14614,2021,CREDIX,Propia,Promesa de Pago,PROPIO,FEM,SAN JOSE,390.0,422.5,46,Si,2021
13310,1641.74,1172.74,14678,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,MASC,SAN JOSE,292.5,325.0,60,Si,2021
13339,5558.55,5558.55,14710,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,MASC,GUANACASTE,747.5,780.0,36,Si,0
13448,560.58,419.63,14827,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,3705.0,3737.5,33,Si,2021
13498,5232.74,5232.74,14880,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,975.0,1007.5,38,Si,2021
13528,6230.54,6230.54,14911,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,195.0,227.5,32,Si,2021
13552,2080.82,2080.82,14938,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,260.0,292.5,43,Si,2021
13707,3330.29,3316.51,15104,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,650.0,682.5,33,Si,2021
13755,8748.26,8748.26,15156,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,585.0,617.5,37,Si,2021
13779,512.44,512.44,15185,2021,CREDIX,Propia,Promesa de Pago,PROPIO,FEM,HEREDIA,325.0,357.5,34,Si,2021
13797,432.04,302.66,15204,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,292.5,325.0,25,Si,2021
13903,892.35,892.35,15316,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,65.0,97.5,41,Si,2021
13946,5270.68,5270.68,15361,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,585.0,617.5,33,Si,2021
13960,730.64,730.64,15376,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,357.5,390.0,31,Si,2021
13982,2673.69,2673.69,15400,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,MASC,ALAJUELA,455.0,487.5,33,Si,2021
13997,1703.37,1703.37,15415,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,65.0,97.5,47,Si,2021
14039,930.86,930.86,15464,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,227.5,260.0,32,Si,0
14042,321.56,321.56,15467,2021,SERVIVALORES,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,520.0,552.5,55,Si,2013
14073,2509.03,2509.03,15498,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,455.0,487.5,33,Si,2021
14096,751.81,751.81,15522,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,ALAJUELA,357.5,390.0,31,Si,2021
14105,1983.01,1983.01,15531,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,MASC,HEREDIA,585.0,617.5,47,Si,2021
14158,217.6,217.6,15587,0,CAPICREDIT,Administrada,Traslado de cuenta (Distribución),PRIVADO,MASC,GUANACASTE,357.5,390.0,33,Si,0
14210,768.44,768.44,15645,2021,CITI,Propia,Promesa de Pago,PRIVADO,FEM,CARTAGO,227.5,260.0,40,Si,2021
14212,397.25,195.78,15647,2021,CREDIX,Propia,Promesa de Pago,PROPIO,MASC,SAN JOSE,357.5,390.0,33,Si,2021
14223,2059.12,2059.12,15659,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,585.0,617.5,33,Si,2021
14333,939.04,939.04,15770,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,487.5,520.0,65,Si,2021
14396,840.47,840.47,15837,2021,SCOTIABANK,Propia,Promesa de Pago,PUBLICO,FEM,SAN JOSE,292.5,325.0,63,Si,2021
14399,1744.58,1744.58,15840,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,1040.0,1072.5,47,Si,2021
14486,3605.32,3605.32,15932,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,520.0,552.5,33,Si,2021
14526,1137.27,1137.27,15978,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,PUNTARENAS,97.5,130.0,33,Si,2021
14574,6240.42,6240.42,16028,2021,SCOTIABANK,Propia,Promesa de Pago,PROPIO,MASC,CARTAGO,357.5,390.0,57,Si,2021
14606,369.94,14.8,16066,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,CARTAGO,97.5,130.0,53,Si,2021
14640,4765.67,4095.24,16106,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,SAN JOSE,390.0,422.5,76,Si,2021
14646,2514.74,2514.74,16112,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,162.5,195.0,33,Si,2015
14690,18.2,12.37,16161,2020,CORPORATIVO,Administrada,Traslado de cuenta (Distribución),PRIVADO,MASC,CARTAGO,325.0,357.5,27,Si,2020
14697,7353.66,7353.66,16168,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,1430.0,1462.5,59,Si,2021
14756,2463.17,2463.17,16235,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,LIMON,520.0,552.5,41,Si,2021
14816,6685.25,6685.25,16303,2021,DAVIVIENDA,Propia,Promesa de Pago,PUBLICO,MASC,LIMON,260.0,292.5,40,Si,2021
14909,354.86,354.86,16406,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,MASC,LIMON,65.0,97.5,45,Si,0
14920,3841.84,3841.84,16420,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,FEM,LIMON,812.5,845.0,59,Si,2017
14939,6346.72,6346.72,16439,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,LIMON,1235.0,1267.5,41,Si,2021
14976,2875.79,2859.33,16482,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,HEREDIA,682.5,715.0,32,Si,2021
15011,5515.48,5515.48,16522,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,1885.0,1917.5,56,Si,2021
15054,1843.4,1843.4,16566,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,1137.5,1170.0,67,Si,2021
15070,654.25,430.13,16583,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,260.0,292.5,33,Si,2021
15075,3178.6,3178.6,16588,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,812.5,845.0,33,Si,2021
15087,1558.09,1558.09,16601,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,ALAJUELA,780.0,812.5,30,Si,0
15104,540.91,540.91,16621,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,325.0,357.5,54,Si,2021
15110,803.4,372.11,16627,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,455.0,487.5,32,Si,2021
15118,1304.71,1304.71,16635,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,390.0,422.5,37,Si,2021
15158,2287.11,1171.64,16683,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,LIMON,162.5,195.0,40,Si,2021
15206,924.87,924.87,16733,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,455.0,487.5,32,Si,2021
15225,7561.68,7561.68,16753,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,LIMON,650.0,682.5,37,Si,2021
15233,5222.43,5222.43,16762,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,MASC,LIMON,487.5,520.0,40,Si,0
15290,746.15,746.15,16822,2021,SERVIVALORES,Propia,Promesa de Pago,PRIVADO,FEM,LIMON,780.0,812.5,37,Si,2021
15334,813.87,813.87,16867,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,487.5,520.0,32,Si,2021
15363,248.59,176.09,16901,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,0.0,32.5,29,Si,2021
15375,7276.66,7276.66,16913,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,1820.0,1852.5,65,Si,2021
15419,101.61,101.61,16962,2021,CREDIX,Propia,Promesa de Pago,PROPIO,MASC,SAN JOSE,292.5,325.0,60,Si,2021
15428,810.0,810.0,16973,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,617.5,650.0,35,Si,0
15505,11563.68,10888.32,17055,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,3217.5,3250.0,33,Si,2021
15511,1153.39,1153.39,17062,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,ALAJUELA,357.5,390.0,32,Si,0
15592,792.46,285.94,17148,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,227.5,260.0,31,Si,2021
15603,1847.72,1847.72,17159,2021,CITI,Propia,Promesa de Pago,PRIVADO,FEM,HEREDIA,260.0,292.5,38,Si,2021
15633,12.33,3.71,17190,0,CREDIQ,Propia,Traslado de cuenta (Distribución),PRIVADO,MASC,LIMON,422.5,455.0,29,Si,2019
15727,567.95,567.95,17295,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,487.5,520.0,65,Si,2021
15806,807.12,807.12,17388,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,487.5,520.0,33,Si,2021
15841,3231.96,3231.96,17427,2021,CITI,Propia,Contacto sin Promesa,PUBLICO,MASC,LIMON,1657.5,1690.0,64,Si,2021
15880,1085.62,1085.62,17469,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,260.0,292.5,33,Si,2021
15911,94.53,94.38,17503,2021,CORPORATIVO,Administrada,Contacto sin Promesa,PROPIO,MASC,PUNTARENAS,227.5,260.0,33,Si,2021
15963,4093.79,3464.72,17563,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,LIMON,617.5,650.0,58,Si,2014
16038,1220.76,1220.76,17658,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,942.5,975.0,33,Si,2021
16370,1599.18,1599.18,18015,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,ALAJUELA,325.0,357.5,28,Si,2021
16423,837.54,837.54,18070,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,LIMON,325.0,357.5,47,Si,0
16541,6460.17,6460.17,18200,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,715.0,747.5,29,Si,2021
16592,1395.76,1395.76,18256,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,422.5,455.0,33,Si,2021
16603,1187.76,1187.76,18269,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,MASC,ALAJUELA,812.5,845.0,33,Si,2021
16712,2010.57,2010.57,18395,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,CARTAGO,487.5,520.0,33,Si,2021
16744,4548.27,4548.27,18428,2021,CREDIX,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,650.0,682.5,59,Si,2021
16762,448.51,448.51,18448,2021,SERVIVALORES,Propia,Promesa de Pago,PROPIO,MASC,SAN JOSE,650.0,682.5,72,Si,2021
16831,3556.41,3479.39,18525,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,422.5,455.0,33,Si,2021
16832,1671.96,1671.96,18527,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,130.0,162.5,28,Si,2021
16833,4133.32,4133.32,18528,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,812.5,845.0,32,Si,0
16843,2060.05,2060.05,18539,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,552.5,585.0,33,Si,2020
16869,5875.21,5875.21,18567,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,1950.0,1982.5,55,Si,2021
16962,1377.24,1377.24,18671,2015,Legal,Propia,Traslado de cuenta (Distribución),PROPIO,MASC,HEREDIA,97.5,130.0,58,Si,0
17057,361.34,36.8,18773,2016,CAPICREDIT,Administrada,Traslado de cuenta (Distribución),PRIVADO,FEM,HEREDIA,455.0,487.5,31,Si,0
17160,7756.39,7756.39,18885,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,MASC,SAN JOSE,650.0,682.5,70,Si,2021
17177,7010.0,7010.0,18904,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,260.0,292.5,33,Si,2021
17198,961.35,961.35,18925,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,LIMON,747.5,780.0,52,Si,0
17200,583.91,583.91,18927,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,422.5,455.0,31,Si,0
17271,1667.91,1667.03,19007,2021,CITI,Propia,Promesa de Pago,PUBLICO,FEM,SAN JOSE,260.0,292.5,58,Si,2021
17282,906.95,906.95,19018,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,0.0,32.5,34,Si,2021
17376,10948.46,10948.46,19129,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,LIMON,1170.0,1202.5,54,Si,2021
17443,11667.19,11667.19,19203,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,FEM,LIMON,487.5,520.0,47,Si,2021
17693,11535.29,11259.84,19480,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,1950.0,1982.5,55,Si,2021
17709,733.61,733.61,19497,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,227.5,260.0,48,Si,2021
17724,550.49,550.49,19512,2021,CREDIX,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,1462.5,1495.0,69,Si,2021
17727,2327.85,2327.85,19515,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,PUNTARENAS,325.0,357.5,30,Si,2021
17729,255.07,255.07,19517,0,CAPICREDIT,Administrada,Traslado de cuenta (Distribución),PUBLICO,MASC,SAN JOSE,292.5,325.0,30,Si,0
17777,4305.45,4305.45,19568,2021,SCOTIABANK,Propia,Promesa de Pago,PROPIO,MASC,HEREDIA,390.0,422.5,55,Si,2021
17784,10411.64,10411.64,19576,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PROPIO,MASC,SAN JOSE,747.5,780.0,59,Si,2021
17826,1232.11,1232.11,19622,2021,CREDIX,Propia,Promesa de Pago,PUBLICO,FEM,ALAJUELA,65.0,97.5,45,Si,2021
17882,663.15,663.15,19685,2021,CITI,Propia,Promesa de Pago,PUBLICO,FEM,ALAJUELA,455.0,487.5,56,Si,2021
17910,776.04,585.08,19720,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,LIMON,260.0,292.5,29,Si,2021
17950,11980.62,8485.16,19763,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,MASC,LIMON,455.0,487.5,55,Si,2021
18068,1702.9,1509.83,19901,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,MASC,LIMON,130.0,162.5,32,Si,2021
18143,1479.97,1479.97,19986,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,0.0,32.5,29,Si,2021
18156,1151.96,616.99,19999,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,FEM,LIMON,585.0,617.5,47,Si,2021
18170,10.07,3.27,20015,2021,CREDIQ,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,390.0,422.5,39,Si,2021
18171,2430.41,2430.41,20016,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PUBLICO,FEM,SAN JOSE,1137.5,1170.0,40,Si,2021
18207,341.42,341.42,20056,0,CAPICREDIT,Administrada,Traslado de cuenta (Distribución),PRIVADO,MASC,ALAJUELA,195.0,227.5,39,Si,0
18225,0.0,0.0,20076,2020,CORPORATIVO,Administrada,Traslado de cuenta (Distribución),PRIVADO,MASC,CARTAGO,650.0,682.5,28,Si,0
18246,118.87,70.41,20099,0,CAPICREDIT,Administrada,Traslado de cuenta (Distribución),PRIVADO,MASC,CARTAGO,227.5,260.0,29,Si,2020
18313,722.73,722.73,20174,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,LIMON,130.0,162.5,32,Si,2021
18333,14670.45,14670.45,20199,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,FEM,LIMON,1105.0,1137.5,36,Si,2020
18338,4859.27,4859.27,20204,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,357.5,390.0,33,Si,2021
18351,5952.47,5952.47,20217,2021,DAVIVIENDA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,HEREDIA,2535.0,2567.5,33,Si,0
18402,628.44,159.37,20269,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,520.0,552.5,34,Si,2021
18441,6114.46,2883.41,20316,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,LIMON,3022.5,3055.0,56,Si,2021
18502,2064.94,2064.94,20383,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,292.5,325.0,28,Si,2021
18526,2945.96,2550.91,20414,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,422.5,455.0,51,Si,2021
18544,5467.23,3703.05,20440,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,812.5,845.0,43,Si,2021
18550,1523.92,1523.92,20446,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,292.5,325.0,28,Si,2021
18614,254.79,198.24,20516,0,CAPICREDIT,Administrada,Traslado de cuenta (Distribución),PRIVADO,MASC,SAN JOSE,617.5,650.0,51,Si,0
18619,685.92,675.8,20521,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,GUANACASTE,65.0,97.5,37,Si,2021
18679,325.47,298.84,20591,0,CAPICREDIT,Administrada,Traslado de cuenta (Distribución),PRIVADO,MASC,SAN JOSE,227.5,260.0,32,Si,0
18687,564.37,564.37,20600,2021,CITI,Propia,Promesa de Pago,PRIVADO,FEM,PUNTARENAS,195.0,227.5,34,Si,2021
18757,7411.44,7411.44,20678,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,FEM,LIMON,585.0,617.5,47,Si,2021
18815,2146.48,2146.48,20741,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,PUNTARENAS,260.0,292.5,31,Si,0
18838,259.4,259.4,20765,2021,SCOTIABANK,Propia,Promesa de Pago,PUBLICO,FEM,GUANACASTE,357.5,390.0,45,Si,2021
18864,10626.51,10626.51,20793,2021,CREDIX,Propia,Promesa de Pago Confirmada,PROPIO,MASC,SAN JOSE,1430.0,1462.5,33,Si,2021
18882,1027.07,1027.07,20816,2021,CITI,Propia,Promesa de Pago,PUBLICO,FEM,ALAJUELA,422.5,455.0,54,Si,2021
18913,551.66,551.66,20850,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,715.0,747.5,32,Si,2021
18919,600.02,600.02,20856,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,CARTAGO,325.0,357.5,32,Si,2021
18937,1239.23,1239.23,20878,2021,A-PROMERICA,Propia,Contacto indirecto,PRIVADO,MASC,HEREDIA,975.0,1007.5,31,Si,0
18964,4701.77,4701.77,20910,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,292.5,325.0,56,Si,2021
18976,1495.49,1495.49,20926,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,292.5,325.0,33,Si,2021
18984,5023.57,5023.57,20936,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,747.5,780.0,41,Si,2021
19121,1552.59,1552.59,21090,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,455.0,487.5,35,Si,2021
19122,577.39,433.32,21091,2021,CREDIX,Propia,Promesa de Pago Confirmada,PROPIO,FEM,SAN JOSE,422.5,455.0,43,Si,2021
19236,122.37,11.84,21219,2021,DAVIVIENDA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,PUNTARENAS,812.5,845.0,35,Si,2021
19246,322.27,322.27,21229,2021,SERVIVALORES,Propia,Promesa de Pago Confirmada,PROPIO,FEM,SAN JOSE,292.5,325.0,33,Si,2021
19273,1080.54,833.62,21259,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,422.5,455.0,33,Si,2021
19310,1634.58,1634.58,21301,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,LIMON,487.5,520.0,34,Si,0
19321,1062.04,1053.37,21313,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,520.0,552.5,49,Si,2021
19328,1210.43,1210.43,21322,2021,CITI,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,LIMON,162.5,195.0,40,Si,2021
19380,1018.88,1018.88,21380,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,0.0,32.5,50,Si,2021
19424,2093.82,2093.82,21429,2021,A-PROMERICA,Propia,Contacto sin Promesa,PUBLICO,MASC,SAN JOSE,325.0,357.5,33,Si,0
19461,23.25,18.38,21473,2021,CORPORATIVO,Administrada,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,65.0,97.5,49,Si,2021
19554,3882.78,3882.78,21577,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,455.0,487.5,35,Si,2021
19566,1003.88,1003.88,21589,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,260.0,292.5,33,Si,2021
19599,2823.76,2823.76,21633,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,422.5,455.0,58,Si,2021
19607,2437.26,2437.26,21641,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,PUNTARENAS,552.5,585.0,29,Si,2021
19667,376.84,298.74,21709,2021,CREDIX,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,162.5,195.0,57,Si,2021
19676,2578.64,2578.64,21720,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,130.0,162.5,34,Si,2021
19771,3248.73,3248.73,21822,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PUBLICO,MASC,SAN JOSE,2112.5,2145.0,61,Si,2021
19806,6030.29,5837.79,21860,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,520.0,552.5,49,Si,2021
19808,423.03,423.03,21862,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,195.0,227.5,58,Si,2021
19856,434.75,434.75,21913,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,MASC,CARTAGO,422.5,455.0,47,Si,2021
19928,22.99,22.91,21994,2021,CORPORATIVO,Administrada,Contacto sin Promesa,PRIVADO,FEM,HEREDIA,585.0,617.5,30,Si,2021
19942,3129.96,3129.96,22009,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,455.0,487.5,35,Si,2021
19946,6344.18,6344.18,22013,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,292.5,325.0,37,Si,2021
19989,2747.25,2747.25,22065,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,PUNTARENAS,422.5,455.0,34,Si,2021
20121,4242.07,4242.07,22221,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,HEREDIA,942.5,975.0,33,Si,2021
20133,13673.2,13673.2,22234,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PROPIO,MASC,SAN JOSE,812.5,845.0,52,Si,2021
20135,7259.46,7259.46,22236,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,455.0,487.5,35,Si,2021
20139,5741.2,5741.2,22240,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,LIMON,97.5,130.0,54,Si,2020
20141,3116.16,3116.16,22242,2021,CITI,Propia,Promesa de Pago Confirmada,PROPIO,MASC,SAN JOSE,292.5,325.0,65,Si,2021
20182,2223.31,2223.31,22286,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,ALAJUELA,357.5,390.0,37,Si,2021
20185,612.13,612.13,22289,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,455.0,487.5,38,Si,2021
20188,1947.5,1947.5,22293,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,PUNTARENAS,227.5,260.0,33,Si,2021
20380,6004.34,6004.34,22499,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,LIMON,487.5,520.0,34,Si,0
20404,995.96,995.96,22525,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,SAN JOSE,130.0,162.5,33,Si,2016
20439,1145.94,1145.94,22565,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,552.5,585.0,60,Si,2021
20487,1432.86,1432.86,22618,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,162.5,195.0,63,Si,2021
